pl_name,hostname,pl_refname,pl_pubdate,soltype,pl_controv_flag,default_flag,discoverymethod,disc_year,disc_telescope,disc_facility,ra,dec,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbeccen,pl_orblper,pl_orbincl,pl_imppar,pl_rade,pl_radeerr1,pl_radeerr2,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_masse,pl_msinie,pl_dens,pl_insol,pl_eqt,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tsystemref,pl_trandur,pl_rvamp,st_teff,st_rad,st_mass,st_met,st_radv,st_spectype,sy_jmag,sy_hmag,sy_kmag,sy_vmag,sy_gaiamag
"HD 108236 c","HD 108236","<a refstr=DAYLAN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161...85D/abstract target=ref>Daylan et al. 2021</a>","2021-02","Published Confirmed",0,0,"Transit",2020,"0.1 m TESS Telescope","Transiting Exoplanet Survey Satellite (TESS)",186.5740627,-51.3630519,6.20370000000,0.00064000000,-0.00052000000,0.0651000000,0.0024000000,-0.0024000000,0.180000,210.0000,88.72000,0.330000,2.06800000,0.10000000,-0.09100000,,,,,,,,932.00,2458572.39490000,0.00250000,-0.00200000,"BJD",2.9130000,,5730.00,0.888000,0.970000,-0.3000,,"G3 V",8.0460000,7.7030000,7.6370000,9.2500000,9.0874500
"HD 108236 c","HD 108236","<a refstr=BONFANTI_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...646A.157B/abstract target=ref>Bonfanti et al. 2021</a>","2021-02","Published Confirmed",0,1,"Transit",2020,"0.1 m TESS Telescope","Transiting Exoplanet Survey Satellite (TESS)",186.5740627,-51.3630519,6.20344900000,0.00004900000,-0.00004600000,0.0620000000,0.0012000000,-0.0012000000,0.034000,211.0000,88.30000,0.455000,2.07100000,0.05200000,-0.05200000,,,,,,,,,2458770.90586000,0.00078000,-0.00078000,"BJD",2.8600000,,5660.00,0.877000,0.869000,-0.2800,,,8.0460000,7.7030000,7.6370000,9.2500000,9.0874500
"HD 108236 c","HD 108236","<a refstr=KOKORI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....4K/abstract target=ref>Kokori et al. 2023</a>","2023-03","Published Confirmed",0,0,"Transit",2020,"0.1 m TESS Telescope","Transiting Exoplanet Survey Satellite (TESS)",186.5740627,-51.3630519,6.20368800000,0.00001500000,-0.00001500000,,,,0.180000,210.0000,88.72000,,,,,,,,,,,,,2458907.39059000,0.00083000,-0.00083000,"BJD-TDB",,,5730.00,0.888000,0.970000,-0.3000,,"G3 V",8.0460000,7.7030000,7.6370000,9.2500000,9.0874500
"TOI-1233.01","HD 108236","<a refstr=BONFANTI_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...646A.157B/abstract target=ref>Bonfanti et al. 2021</a>","2021-02","Published Confirmed",0,1,"Transit",2021,"0.1 m TESS Telescope","Transiting Exoplanet Survey Satellite (TESS)",186.5740627,-51.3630519,14.17568500000,0.00008300000,-0.00010000000,0.1074000000,0.0023000000,-0.0023000000,0.055000,151.0000,89.06000,0.423000,2.53900000,0.06200000,-0.06500000,,,,,,,,,2458769.79682000,0.00090000,-0.00090000,"BJD",3.8500000,,5660.00,0.877000,0.869000,-0.2800,,,8.0460000,7.7030000,7.6370000,9.2500000,9.0874500
"TOI-1233.01","HD 108236","<a refstr=DAYLAN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161...85D/abstract target=ref>Daylan et al. 2021</a>","2021-02","Published Confirmed",0,0,"Transit",2021,"0.1 m TESS Telescope","Transiting Exoplanet Survey Satellite (TESS)",186.5740627,-51.3630519,14.17555000000,0.00099000000,-0.00110000000,0.1131000000,0.0040000000,-0.0040000000,0.170000,190.0000,89.22000,0.350000,2.72000000,0.11000000,-0.11000000,,,,,,,,708.00,2458571.33680000,0.00150000,-0.00130000,"BJD",3.7340000,,5730.00,0.888000,0.970000,-0.3000,,"G3 V",8.0460000,7.7030000,7.6370000,9.2500000,9.0874500
"TOI-1233.01","HD 108236","<a refstr=GIACALONE_ET_AL_2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161...24G/abstract target=ref>Giacalone et al. 2021</a>","2021-01","Published Confirmed",0,0,"Transit",2021,"0.1 m TESS Telescope","Transiting Exoplanet Survey Satellite (TESS)",186.5740627,-51.3630519,14.18000000000,,,,,,,,,,3.19000000,,,,,,,,,,,,,,,,,5723.87,0.864173,1.020000,,,,8.0460000,7.7030000,7.6370000,9.2500000,9.0874500
"TOI-1233.01","HD 108236","<a refstr=KOKORI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....4K/abstract target=ref>Kokori et al. 2023</a>","2023-03","Published Confirmed",0,0,"Transit",2021,"0.1 m TESS Telescope","Transiting Exoplanet Survey Satellite (TESS)",186.5740627,-51.3630519,14.17587600000,0.00003000000,-0.00003000000,,,,0.170000,190.0000,89.22000,,,,,,,,,,,,,2458939.90934000,0.00077000,-0.00077000,"BJD-TDB",,,5730.00,0.888000,0.970000,-0.3000,,"G3 V",8.0460000,7.7030000,7.6370000,9.2500000,9.0874500
"HD 108236 e","HD 108236","<a refstr=BONFANTI_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...646A.157B/abstract target=ref>Bonfanti et al. 2021</a>","2021-02","Published Confirmed",0,1,"Transit",2020,"0.1 m TESS Telescope","Transiting Exoplanet Survey Satellite (TESS)",186.5740627,-51.3630519,19.59002500000,0.00008300000,-0.00008900000,0.1367000000,0.0022000000,-0.0020000000,0.058000,128.0000,89.24500,0.426000,3.08300000,0.05200000,-0.05200000,,,,,,,,,2458782.46935000,0.00078000,-0.00069000,"BJD",4.2000000,,5660.00,0.877000,0.869000,-0.2800,,,8.0460000,7.7030000,7.6370000,9.2500000,9.0874500
"HD 108236 e","HD 108236","<a refstr=KOKORI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....4K/abstract target=ref>Kokori et al. 2023</a>","2023-03","Published Confirmed",0,0,"Transit",2020,"0.1 m TESS Telescope","Transiting Exoplanet Survey Satellite (TESS)",186.5740627,-51.3630519,19.59018600000,0.00005000000,-0.00005000000,,,,0.200000,170.0000,89.32000,,,,,,,,,,,,,2458978.37245000,0.00091000,-0.00091000,"BJD-TDB",,,5730.00,0.888000,0.970000,-0.3000,,"G3 V",8.0460000,7.7030000,7.6370000,9.2500000,9.0874500
"HD 108236 e","HD 108236","<a refstr=DAYLAN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161...85D/abstract target=ref>Daylan et al. 2021</a>","2021-02","Published Confirmed",0,0,"Transit",2020,"0.1 m TESS Telescope","Transiting Exoplanet Survey Satellite (TESS)",186.5740627,-51.3630519,19.59170000000,0.00220000000,-0.00200000000,0.1400000000,0.0052000000,-0.0052000000,0.200000,170.0000,89.32000,0.360000,3.12000000,0.13000000,-0.12000000,,,,,,,,636.00,2458586.56770000,0.00140000,-0.00140000,"BJD",4.0130000,,5730.00,0.888000,0.970000,-0.3000,,"G3 V",8.0460000,7.7030000,7.6370000,9.2500000,9.0874500
"TOI-564 b","TOI-564","<a refstr=DAVIS_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..229D/abstract target=ref>Davis et al. 2020</a>","2020-11","Published Confirmed",0,1,"Transit",2020,"0.1 m TESS Telescope","Transiting Exoplanet Survey Satellite (TESS)",130.2951535,-16.0363275,1.65114400000,0.00001800000,-0.00001800000,0.0273400000,0.0006100000,-0.0005300000,0.072000,94.0000,78.38000,0.994000,11.43318000,7.95839000,-3.25061000,464.98529000,31.78300000,-30.51168000,464.98529000,,1.700000,1423.0000,1714.00,2458549.57554000,0.00045000,-0.00046000,"BJD",1.0272000,247.00000,5640.00,1.088000,0.998000,0.1430,,,10.0440000,9.7100000,9.6040000,11.0970000,11.1424000
"TOI-564 b","TOI-564","<a refstr=KOKORI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....4K/abstract target=ref>Kokori et al. 2023</a>","2023-03","Published Confirmed",0,0,"Transit",2020,"0.1 m TESS Telescope","Transiting Exoplanet Survey Satellite (TESS)",130.2951535,-16.0363275,1.65114420000,0.00000150000,-0.00000150000,,,,0.072000,94.0000,78.38000,,,,,,,,,,,,,2458950.80383000,0.00032000,-0.00032000,"BJD-TDB",,,5640.00,1.088000,0.998000,0.1430,,,10.0440000,9.7100000,9.6040000,11.0970000,11.1424000
"TOI-905 b","TOI-905","<a refstr=DAVIS_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..229D/abstract target=ref>Davis et al. 2020</a>","2020-11","Published Confirmed",0,1,"Transit",2020,"0.1 m TESS Telescope","Transiting Exoplanet Survey Satellite (TESS)",227.6586754,-71.3616316,3.73949400000,0.00003800000,-0.00003800000,0.0466600000,0.0009600000,-0.0011000000,0.024000,39.0000,85.68000,0.816000,13.12573900,0.59407700,-0.57165900,211.99261000,13.34886000,-13.03103000,211.99261000,,0.515000,337.0000,1192.00,2458643.30898000,0.00020000,-0.00020000,"BJD",2.0280000,89.10000,5570.00,0.918000,0.968000,0.1400,,,9.8900000,9.5100000,9.4480000,11.0800000,11.0813000
"TOI-905 b","TOI-905","<a refstr=PATEL__AMP__ESPINOZA_2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..228P/abstract target=ref>Patel &amp; Espinoza 2022</a>","2022-05","Published Confirmed",0,0,"Transit",2020,"0.1 m TESS Telescope","Transiting Exoplanet Survey Satellite (TESS)",227.6586754,-71.3616316,3.73949300000,0.00003300000,-0.00003400000,,,,,,,0.769000,,,,,,,,,,,,2458639.56977000,0.00021000,-0.00021000,"BJD",,,5570.00,0.918000,0.968000,0.1400,,,9.8900000,9.5100000,9.4480000,11.0800000,11.0813000
"TOI-905 b","TOI-905","<a refstr=KOKORI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....4K/abstract target=ref>Kokori et al. 2023</a>","2023-03","Published Confirmed",0,0,"Transit",2020,"0.1 m TESS Telescope","Transiting Exoplanet Survey Satellite (TESS)",227.6586754,-71.3616316,3.73956710000,0.00000130000,-0.00000130000,,,,0.024000,39.0000,85.68000,,,,,,,,,,,,,2459185.54646000,0.00011000,-0.00011000,"BJD-TDB",,,5570.00,0.918000,0.968000,0.1400,,,9.8900000,9.5100000,9.4480000,11.0800000,11.0813000
"TOI-451 b","TOI-451","<a refstr=BARRAGAN_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.546ag087B/abstract target=ref>Barrag&aacute;n et al. 2026</a>","2026-02","Published Confirmed",0,1,"Transit",2020,"0.1 m TESS Telescope","Transiting Exoplanet Survey Satellite (TESS)",62.9663850,-37.9397300,1.85870330000,0.00000930000,-0.00001140000,0.0274000000,0.0017000000,-0.0017000000,0.000000,90.0000,88.70000,0.160000,1.84000000,0.11000000,-0.11000000,4.70000000,2.10000000,-2.20000000,4.70000000,,4.100000,786.0000,1474.00,2460312.44270000,0.00670000,-0.00900000,"BJD-TDB",2.0590000,2.60000,5490.00,0.850000,0.930000,0.0200,,"G8 V",9.6360000,9.2870000,9.1900000,10.9390000,10.7498000
"TOI-451 b","TOI-451","<a refstr=NEWTON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161...65N/abstract target=ref>Newton et al. 2021</a>","2021-02","Published Confirmed",0,0,"Transit",2020,"0.1 m TESS Telescope","Transiting Exoplanet Survey Satellite (TESS)",62.9663850,-37.9397300,1.85870300000,0.00002500000,-0.00003500000,0.0283000000,0.0011000000,-0.0012000000,0.000000,0.0000,88.20000,0.220000,1.91000000,0.12000000,-0.12000000,,,,,,,,1491.00,2458410.99000000,0.00560000,-0.00370000,"BJD",2.0376000,,5550.00,0.879000,0.950000,,19.87000,,9.6360000,9.2870000,9.1900000,10.9390000,10.7498000
"TOI-451 c","TOI-451","<a refstr=NEWTON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161...65N/abstract target=ref>Newton et al. 2021</a>","2021-02","Published Confirmed",0,0,"Transit",2020,"0.1 m TESS Telescope","Transiting Exoplanet Survey Satellite (TESS)",62.9663850,-37.9397300,9.19252200000,0.00006000000,-0.00010000000,0.0823000000,0.0033000000,-0.0036000000,0.000000,0.0000,89.61000,0.139000,3.10000000,0.13000000,-0.13000000,,,,,,,,875.00,2458411.79560000,0.00480000,-0.00260000,"BJD",3.5592000,,5550.00,0.879000,0.950000,,19.87000,,9.6360000,9.2870000,9.1900000,10.9390000,10.7498000
"TOI-451 c","TOI-451","<a refstr=BARRAGAN_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.546ag087B/abstract target=ref>Barrag&aacute;n et al. 2026</a>","2026-02","Published Confirmed",0,1,"Transit",2020,"0.1 m TESS Telescope","Transiting Exoplanet Survey Satellite (TESS)",62.9663850,-37.9397300,9.19246300000,0.00001700000,-0.00001700000,0.0795000000,0.0050000000,-0.0050000000,0.000000,90.0000,89.27000,0.260000,2.93000000,0.16000000,-0.16000000,3.70000000,3.20000000,-2.40000000,3.70000000,,0.810000,93.0000,865.00,2460314.63760000,0.00250000,-0.00250000,"BJD-TDB",3.4610000,1.20000,5490.00,0.850000,0.930000,0.0200,,"G8 V",9.6360000,9.2870000,9.1900000,10.9390000,10.7498000
"TOI-451 c","TOI-451","<a refstr=KOKORI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....4K/abstract target=ref>Kokori et al. 2023</a>","2023-03","Published Confirmed",0,0,"Transit",2020,"0.1 m TESS Telescope","Transiting Exoplanet Survey Satellite (TESS)",62.9663850,-37.9397300,9.19240200000,0.00006400000,-0.00006400000,,,,,,89.61000,,,,,,,,,,,,,2459000.11440000,0.00200000,-0.00200000,"BJD-TDB",,,5550.00,0.879000,0.950000,,19.87000,,9.6360000,9.2870000,9.1900000,10.9390000,10.7498000
"TOI-451 d","TOI-451","<a refstr=BARRAGAN_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.546ag087B/abstract target=ref>Barrag&aacute;n et al. 2026</a>","2026-02","Published Confirmed",0,1,"Transit",2020,"0.1 m TESS Telescope","Transiting Exoplanet Survey Satellite (TESS)",62.9663850,-37.9397300,16.36496200000,0.00001500000,-0.00001500000,0.1168000000,0.0072000000,-0.0074000000,0.000000,90.0000,89.26000,0.382000,3.93000000,0.20000000,-0.20000000,10.20000000,4.60000000,-4.50000000,10.20000000,,0.920000,43.2000,714.00,2460314.96940000,0.00140000,-0.00140000,"BJD-TDB",4.0940000,2.70000,5490.00,0.850000,0.930000,0.0200,,"G8 V",9.6360000,9.2870000,9.1900000,10.9390000,10.7498000
"TOI-451 d","TOI-451","<a refstr=NEWTON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161...65N/abstract target=ref>Newton et al. 2021</a>","2021-02","Published Confirmed",0,0,"Transit",2020,"0.1 m TESS Telescope","Transiting Exoplanet Survey Satellite (TESS)",62.9663850,-37.9397300,16.36498800000,0.00004400000,-0.00004400000,0.1208000000,0.0048000000,-0.0052000000,0.000000,0.0000,89.25000,0.387000,4.07000000,0.15000000,-0.15000000,,,,,,,,722.00,2458416.63478000,0.00088000,-0.00092000,"BJD",4.0968000,,5550.00,0.879000,0.950000,,19.87000,,9.6360000,9.2870000,9.1900000,10.9390000,10.7498000
"TOI-451 d","TOI-451","<a refstr=KOKORI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....4K/abstract target=ref>Kokori et al. 2023</a>","2023-03","Published Confirmed",0,0,"Transit",2020,"0.1 m TESS Telescope","Transiting Exoplanet Survey Satellite (TESS)",62.9663850,-37.9397300,16.36490900000,0.00004300000,-0.00004300000,,,,,,89.25000,,,,,,,,,,,,,2458727.56733000,0.00089000,-0.00089000,"BJD-TDB",,,5550.00,0.879000,0.950000,,19.87000,,9.6360000,9.2870000,9.1900000,10.9390000,10.7498000
"HD 110113 b","HD 110113","<a refstr=OSBORN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.502.4842O/abstract target=ref>Osborn et al. 2021</a>","2021-04","Published Confirmed",0,1,"Transit",2021,"0.1 m TESS Telescope","Transiting Exoplanet Survey Satellite (TESS)",190.0365636,-44.3120777,2.54100000000,0.00050000000,-0.00100000000,0.0350000000,0.0010000000,-0.0010000000,0.093000,,,0.310000,2.05000000,0.12000000,-0.12000000,4.55000000,0.62000000,-0.62000000,4.55000000,,2.900000,735.4900,1371.00,2458570.10100000,0.00400000,-0.00500000,"BJD",2.3760000,2.15000,5732.00,0.968000,0.997000,0.1400,,"G",8.9030000,8.5940000,8.5020000,10.0900000,9.9103600
"HD 110113 b","HD 110113","<a refstr=KOKORI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....4K/abstract target=ref>Kokori et al. 2023</a>","2023-03","Published Confirmed",0,0,"Transit",2021,"0.1 m TESS Telescope","Transiting Exoplanet Survey Satellite (TESS)",190.0365636,-44.3120777,2.54047309000,0.00000019000,-0.00000019000,,,,0.093000,359.5300,87.69000,,,,,,,,,,,,,2459103.60321700,0.00002200,-0.00002200,"BJD-TDB",,,5732.00,0.968000,0.997000,0.1400,,"G",8.9030000,8.5940000,8.5020000,10.0900000,9.9103600
"TOI-178 b","TOI-178","<a refstr=LELEU_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...649A..26L/abstract target=ref>Leleu et al. 2021</a>","2021-05","Published Confirmed",0,0,"Transit",2021,"0.1 m TESS Telescope","Transiting Exoplanet Survey Satellite (TESS)",7.3020115,-30.4541159,1.91455800000,0.00001800000,-0.00001800000,0.0260700000,0.0007800000,-0.0007800000,,,88.80000,0.170000,1.15200000,0.07300000,-0.07000000,1.50000000,0.39000000,-0.44000000,1.50000000,,5.400000,,1040.00,2458741.63650000,0.00430000,-0.00300000,"BJD-TDB",1.6920000,1.05000,4316.00,0.651000,0.650000,-0.2300,,"K",9.3720000,8.7610000,8.6560000,11.9550000,11.1523000
"TOI-178 b","TOI-178","<a refstr=LELEU_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...688A.211L/abstract target=ref>Leleu et al. 2024</a>","2024-08","Published Confirmed",0,1,"Transit",2021,"0.1 m TESS Telescope","Transiting Exoplanet Survey Satellite (TESS)",7.3020115,-30.4541159,1.91456010000,0.00000440000,-0.00000290000,,,,,,,0.336000,1.20000000,0.04100000,-0.03700000,0.96000000,0.70000000,-0.65000000,0.96000000,,3.142761,,,2458931.17930000,0.00120000,-0.00100000,"BJD",,,4316.00,0.662000,0.647000,-0.2300,,,9.3720000,8.7610000,8.6560000,11.9550000,11.1523000
"TOI-178 c","TOI-178","<a refstr=LELEU_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...649A..26L/abstract target=ref>Leleu et al. 2021</a>","2021-05","Published Confirmed",0,0,"Transit",2021,"0.1 m TESS Telescope","Transiting Exoplanet Survey Satellite (TESS)",7.3020115,-30.4541159,3.23845000000,0.00002000000,-0.00001900000,0.0370000000,0.0011000000,-0.0011000000,,,88.40000,0.340000,1.66900000,0.11400000,-0.09900000,4.77000000,0.55000000,-0.68000000,4.77000000,,5.620000,,873.00,2458741.47830000,0.00340000,-0.00290000,"BJD-TDB",1.9500000,2.77000,4316.00,0.651000,0.650000,-0.2300,,"K",9.3720000,8.7610000,8.6560000,11.9550000,11.1523000
"TOI-178 c","TOI-178","<a refstr=LELEU_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...688A.211L/abstract target=ref>Leleu et al. 2024</a>","2024-08","Published Confirmed",0,1,"Transit",2021,"0.1 m TESS Telescope","Transiting Exoplanet Survey Satellite (TESS)",7.3020115,-30.4541159,3.23848600000,0.00001200000,-0.00001100000,,,,0.000320,26.0000,,0.394000,1.75400000,0.03200000,-0.04000000,4.64000000,0.52000000,-0.53000000,4.64000000,,4.796846,,,,,,,,,4316.00,0.662000,0.647000,-0.2300,,,9.3720000,8.7610000,8.6560000,11.9550000,11.1523000
"TOI-178 d","TOI-178","<a refstr=LELEU_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...688A.211L/abstract target=ref>Leleu et al. 2024</a>","2024-08","Published Confirmed",0,1,"Transit",2021,"0.1 m TESS Telescope","Transiting Exoplanet Survey Satellite (TESS)",7.3020115,-30.4541159,6.55756900000,0.00006500000,-0.00005600000,,,,0.006800,-146.3000,,0.501000,2.69500000,0.04100000,-0.04600000,5.20000000,0.39000000,-0.43000000,5.20000000,,1.461108,,,,,,,,,4316.00,0.662000,0.647000,-0.2300,,,9.3720000,8.7610000,8.6560000,11.9550000,11.1523000
"TOI-178 d","TOI-178","<a refstr=LELEU_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...649A..26L/abstract target=ref>Leleu et al. 2021</a>","2021-05","Published Confirmed",0,0,"Transit",2021,"0.1 m TESS Telescope","Transiting Exoplanet Survey Satellite (TESS)",7.3020115,-30.4541159,6.55770000000,0.00001600000,-0.00001600000,0.0592000000,0.0018000000,-0.0018000000,,,88.58000,0.485000,2.57200000,0.07500000,-0.07800000,3.01000000,0.80000000,-1.03000000,3.01000000,,0.976000,,690.00,2458747.14623000,0.00087000,-0.00095000,"BJD-TDB",2.3460000,1.34000,4316.00,0.651000,0.650000,-0.2300,,"K",9.3720000,8.7610000,8.6560000,11.9550000,11.1523000
"TOI-178 e","TOI-178","<a refstr=LELEU_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...688A.211L/abstract target=ref>Leleu et al. 2024</a>","2024-08","Published Confirmed",0,1,"Transit",2021,"0.1 m TESS Telescope","Transiting Exoplanet Survey Satellite (TESS)",7.3020115,-30.4541159,9.96318000000,0.00015000000,-0.00012000000,,,,0.000380,2.0000,,0.574000,2.30100000,0.03800000,-0.03900000,3.48000000,0.29000000,-0.29000000,3.48000000,,1.582408,,,,,,,,,4316.00,0.662000,0.647000,-0.2300,,,9.3720000,8.7610000,8.6560000,11.9550000,11.1523000
"TOI-178 e","TOI-178","<a refstr=LELEU_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...649A..26L/abstract target=ref>Leleu et al. 2021</a>","2021-05","Published Confirmed",0,0,"Transit",2021,"0.1 m TESS Telescope","Transiting Exoplanet Survey Satellite (TESS)",7.3020115,-30.4541159,9.96188100000,0.00004200000,-0.00004200000,0.0783000000,0.0023000000,-0.0024000000,,,88.71000,0.583000,2.20700000,0.08800000,-0.09000000,3.86000000,1.25000000,-0.94000000,3.86000000,,1.980000,,600.00,2458751.46580000,0.00160000,-0.00190000,"BJD-TDB",2.5010000,1.62000,4316.00,0.651000,0.650000,-0.2300,,"K",9.3720000,8.7610000,8.6560000,11.9550000,11.1523000
"TOI-178 g","TOI-178","<a refstr=LELEU_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...649A..26L/abstract target=ref>Leleu et al. 2021</a>","2021-05","Published Confirmed",0,0,"Transit",2021,"0.1 m TESS Telescope","Transiting Exoplanet Survey Satellite (TESS)",7.3020115,-30.4541159,20.70950000000,0.00014000000,-0.00011000000,0.1275000000,0.0038000000,-0.0039000000,,,88.82300,0.866000,2.87000000,0.14000000,-0.13000000,3.94000000,1.31000000,-1.62000000,3.94000000,,0.915000,,470.00,2458748.03020000,0.00230000,-0.00170000,"BJD-TDB",2.1670000,1.30000,4316.00,0.651000,0.650000,-0.2300,,"K",9.3720000,8.7610000,8.6560000,11.9550000,11.1523000
"TOI-178 g","TOI-178","<a refstr=LELEU_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...688A.211L/abstract target=ref>Leleu et al. 2024</a>","2024-08","Published Confirmed",0,1,"Transit",2021,"0.1 m TESS Telescope","Transiting Exoplanet Survey Satellite (TESS)",7.3020115,-30.4541159,20.71663000000,0.00031000000,-0.00030000000,,,,0.000430,-44.0000,,0.854900,2.93900000,0.05700000,-0.05500000,4.40000000,0.39000000,-0.37000000,4.40000000,,0.959369,,,,,,,,,4316.00,0.662000,0.647000,-0.2300,,,9.3720000,8.7610000,8.6560000,11.9550000,11.1523000
"HD 183579 b","HD 183579","<a refstr=PALATNICK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJ...909L...6P/abstract target=ref>Palatnick et al. 2021</a>","2021-03","Published Confirmed",0,0,"Transit",2021,"0.1 m TESS Telescope","Transiting Exoplanet Survey Satellite (TESS)",293.2866147,-54.5327284,17.47127800000,0.00005800000,-0.00006000000,0.1334000000,0.0062000000,-0.0061000000,0.280000,,89.33000,0.320000,3.55000000,0.15000000,-0.12000000,19.70000000,4.00000000,-3.90000000,19.70000000,,2.390000,58.1000,769.00,2458661.06315000,0.00078000,-0.00077000,"BJD",4.3600000,4.90000,5788.00,0.985000,1.031000,-0.0230,,,7.5180000,7.2310000,7.1500000,8.6700000,8.5154900
